msno,city,registered_via,registration_init_time,expiration_date,genre_1,genre_2,genre_repeat_top1,genre_repeat_top2,lang1,lang2,lang_repeat_top1,lang_repeat_top2,artist_name1,artist_name2
SwLqbG5+scfZZxjGmThJGZq3GFJ4m5SKsmZ5RhRBoss=,1,4,20151125,20170609,2157,458,465,41,3,10,10,3,吳克群 (Kenji Wu),黃思婷
boyg3wN8Zlc1lAO6DiWU3HNXrcol3rUxKYrcUBxN5Lk=,1,4,20160127,20170609,458,,458,1,3,NA,3,NA,Eric 周興哲,
zlpBcFKpjwov3ipQ6mFFPAs41FlEehqXghck9n3kJZA=,14,9,20070210,20170920,465,458,451,1,3,52,3,52,蘇打綠 (Sodagreen),五月天 (Mayday)
+l5buJyf/UcwHJy7qRphF+KNEr8xJIIfscglS0RnClA=,13,9,20050917,20170928,921,444,444,1259,31,3,31,3,畢書盡 (Bii),Various Artists
+Fk9wVwrAN178Bh+9f4ePm9Dys9iAkvoRV60XnpYzvY=,1,9,20160404,20170611,465,458,1259,4,3,31,3,31,MP魔幻力量 (Magic Power),TWICE
iFJieHlEDCgxguA5cDYGjxssyw3MhgSqWd2NXfWhOjM=,1,7,20110620,20171008,465,458,2157,465,3,10,3,52,周杰倫 (Jay Chou),五月天 (Mayday)
QhTqv3SXu3oNoDhw/RWveyb7CaEGvxUmaEUCE1WpEoM=,1,4,20170117,20170120,458,465,465,458,3,NA,3,NA,李唯楓 (Coke Lee),Café Waiting Love O.S.T
/jllSYAoZibJ+OBeDikFKEPS1wUBtlPvDF9VBDSRybk=,13,9,20070806,20171120,465,458,458,6,3,10,3,10,玖壹壹,蔡秋鳳
BrjHr2sDwLNsKLfAoTZwx6D7+W55aC2+H+UHWLFzVRI=,13,3,20130317,20170915,465,458,1287,1152,3,31,3,31,周杰倫 (Jay Chou),郭靜 (Claire Kuo)
5FfFy3wX7HeCF1SAkhu7PyRzYT9BHGNlP44XuDSydZw=,13,3,20130811,20180323,465,430,1011,465,52,3,3,52,林俊傑 (JJ Lin),周杰倫 (Jay Chou)
TeKQ2iUjortzFo/f5nc3KHx1bVBzNL8tFV5u6RZI2/s=,1,9,20141128,20171002,465,458,921,56,3,52,3,52,Sia,大嘴巴 (DA Mouth)
ef58z9QZT7wWYXKQtum6dFRcEdJo3Vf2DsTUEcoWabM=,14,9,20100828,20170910,465,458,451,2022,3,52,3,52,Maroon 5,Adele
hnL23aKjqyaATMnsavwMmdnrLLy46tOp5f5V52Pd0RI=,1,4,20151024,20171004,465,921,1152,1011,52,17,52,17,Various Artists,Calvin Harris
GQHg3oG9EqQU9gMOSRYTxNlqbR75OiXgCmWWzaoTqps=,15,9,20070625,20171014,465,458,444,451,3,52,52,3,Fifth Harmony,Maroon 5
wggLZUvX9VOWjet8gS5xjSHFp8ptKzmJi/EmuxmPPVQ=,1,9,20100315,20170901,465,458,1616,1568,3,24,3,52,aMEI (張惠妹),王菲 (Faye Wong)
+UU9vHlbbx3htwGmGiVtR5mEP5eAQOXycC7QdwZ71h8=,15,3,20140702,20170923,465,786,10,1,3,-1,-1,52,証聲音樂圖書館 ECHO MUSIC,Yu-chien Tseng
7s/hbVRK/XvFCUxi/aZgXO8vho8gBFZkdX34ucu8vs8=,13,9,20110606,20170425,465,921,1152,139,10,52,52,31,Various Artists,李聖傑 (Sam Lee)
t7o/aCHSCTmGY/pHljApIi0skmvXDfgBv6D2rdexwv4=,6,3,20131021,20170916,444,465,1616,444,31,-1,31,-1,α波童話音樂盒系列,Christopher
4jYGK8yctzGWkRXU4y4OGQtCopKL8tCjkI0jNaUT/0c=,22,9,20120604,20171007,465,458,352,275,3,52,3,52,五月天 (Mayday),Various Artists
Ro4esuhkwPIVgArTpe7MlGJhlJy9MW7mFEWxuM5dSXE=,1,7,20160119,20161227,465,458,3,458,3,31,3,NA,周杰倫 (Jay Chou),王心凌 (Cyndi Wang)
t2K3zE/WEl84LuZDshjmzCXmdCP5L1eDCavjrCm0vGU=,1,7,20161213,20170913,465,458,444,1259,3,52,3,52,aMEI (張惠妹),Various Artists
vyoxo0c6XWEPvhndjGPS1unkM5HiCCFyl0wvXISSBek=,8,9,20161124,20180115,465,458,2022,921,3,31,3,31,田馥甄 (Hebe),陳綺貞 (Cheer Chen)
9n7Yef1vL3Z8ZN7IDCOCBzKmLuVW/viQIFSu/7DdKdU=,1,4,20160822,20160825,465,458,465,1,3,31,3,NA,Bii畢書盡+陳勢安+陳彥允+李玉璽,畢書盡 (Bii)
zrPEmpkTqgl3MmbtKQ6gtmfl5df8Jskl4NC/A6bI6iU=,4,3,20150502,20170911,458,465,458,1152,3,52,3,52,田馥甄 (Hebe),aMEI (張惠妹)
bA2m/XPUtYDVjqjP9QIpY4YJ+Lbcx+4xcxb390JU+uI=,1,9,20150721,20170717,465,458,1011,531,3,31,3,52,田馥甄 (Hebe),林俊傑 (JJ Lin)
FtCJaSTuuhthFdPUkx6916iNmrGRw/mLDR3doFj/NCw=,1,7,20151112,20170926,465,437,829,1969,17,52,17,52,Ayumi Hamasaki (浜崎あゆみ),ONE OK ROCK
D9dD56KuXsMxkWsYw/o1FgNwBopA2KO4qN662hNwKo8=,1,3,20130614,20170127,465,458,6,3,3,52,3,52,周杰倫 (Jay Chou),Maroon 5
K6M81h0IaT5c1b9TND94m5amypw0a0GqFZpL1OvXMaE=,1,4,20160304,20171124,465,1259,465,6,52,3,52,3,twenty one pilots,Various Artists
OMk+8B9aPDBoiFNkyuzm+48OPrmd431l/7GO9VAM0fw=,1,7,20160314,20170912,458,465,32,3,3,-1,3,-1,葛仲珊 (MISS KO),G.E.M.鄧紫棋
mUbyj8ygzwNqpWo9PtOjhgk6iTyzw8Pp15u3plQ5vPs=,1,9,20160212,20170714,465,,465,6,52,31,52,NA,One Direction,BIGBANG
0uhCu2bNug+BPtaN2becyCzcWwXa3jloclkJOddcinM=,1,7,20150531,20170921,465,1609,458,5,52,3,3,52,Alan Walker,Robin Schulz
eHDo51bthai+YM9cpIO1Cs64cCkEbZUIFv0FfMp/AB8=,1,7,20130610,20170909,465,921,458,1,3,52,3,52,Various Artists,林俊傑 (JJ Lin)
1xpnSco1U5SYdmvWELnKp4sdORU38GOh/9DbzITOA/U=,1,7,20160305,20171005,465,458,4,1609,52,3,52,3,Sia,Various Artists
/Hi6Ml65HATvia/URXIEN8/kF6N9INO18ncDCaEAEbo=,1,4,20160417,20160420,465,2157,2157,921,3,10,10,3,江蕙 (Jody Jiang),SpeXial
2eGF/yO0ntMpaWQKfHsWGRHdP6c495VemGyxc+6YVSg=,1,7,20150415,20171014,465,458,921,451,3,52,3,31,Bruno Mars,莊心妍
Ty59+gs+lfVbfm1T/SDqLmbFhtkAP4Mm75uYiaKZ6kk=,13,7,20150107,20180125,465,458,1,1609,3,52,3,52,周杰倫 (Jay Chou),田馥甄 (Hebe)
UyxUMzFR0t0C2RnLrwSxPrvaEeZuPLGXaNyFtANndvY=,1,7,20150205,20170919,465,1259,444,139,52,3,52,31,Flo Rida,Iggy Azalea
DOoJssZwX5oPcUF9biNCBr2C2w9cY26Wmy2OuHbd0Qs=,4,3,20140728,20170717,465,458,465,451,3,52,3,52,玖壹壹,G.E.M.鄧紫棋
Z38eXUg0Z+C/uhVRiDApQpiEbpDnrZk2hryQTGuszzE=,13,3,20150811,20171006,458,465,465,2,3,52,3,31,G.E.M.鄧紫棋,Various Artists
uyT/naa8TIRJ/YewI2K4WLm71KLxPcFQ1RSTpUb244A=,1,7,20131224,20170923,465,458,1,458,3,31,3,31,Various Artists,何韻詩 (HOCC)
h6mKWNdMrb9oSuaf1D/zTBXJTcmRalwKfwI8v++klO4=,1,7,20151203,20171002,465,,465,12,52,-1,52,-1,Julio Iglesias,George Michael
ApAIwL7cTFVEUE2Aw1T5aYC6yNviJVUSGnABO4txhpU=,13,9,20040918,20170930,465,458,2,1,3,31,3,52,ONE OK ROCK,IU
iT2AO/6wOiqLJby5gm/LCUrKTAtFpedK6w3zDkCEO/g=,1,7,20130614,20170930,465,,465,25,10,NA,10,NA,江蕙 (Jody Jiang),黃乙玲
fnbfqq3jt8do0YGqWPZSimYI6JUBSz1Syt4eaTKDAcM=,1,7,20111210,20170920,465,444,1,864,31,3,3,31,Apink,五月天 (Mayday)
ovdZ39J4RYIDwiHGg4ewQUiYHnxT7ZE3GPECLIUxkqU=,15,3,20150101,20170519,465,458,921,2022,3,NA,3,NA,周杰倫 (Jay Chou),林宥嘉 (Yoga Lin)
HJm0vtQoz3SgSQ5twrmwbaPwpTKjNRRBKwdA18toaUM=,15,3,20120707,20170925,465,451,921,921,52,3,52,3,陳奕迅 (Eason Chan),CHARLIE PUTH
gEAGigzIn2E4+zxyGdbjqqfnVZP27H0OSwDinM123HU=,22,9,20150118,20170930,465,458,4,139,3,52,3,52,莫文蔚 (Karen Mok),劉德華 (Andy Lau)
LfOBxngt14oVxS27mAcA/UzNWpdM/CrQqh70NUG911Q=,5,3,20150319,20170904,465,458,458,4,3,52,3,24,張信哲 (Jeff Chang),動力火車 (Power Station)
LKgeXrQ/i6LOWZOHrzk1bmWA7OeY1ovF9rmzmgdY46s=,15,3,20120718,20171028,465,458,4,1,3,52,3,52,五月天 (Mayday),八三夭 (The Last Day of Summer 831)
jZT8GCxphSuw5u/3Dpxpd5cZDeTddnyGnG3R0ZVBnvg=,14,7,20101125,20171002,465,458,465,6,3,52,3,52,陳綺貞 (Cheer Chen),五月天 (Mayday)
ytDrCpg3APhJz3lScwvMZqZTYZ3fOIoyoAf3cNDqJMs=,1,9,20150621,20170921,465,458,437,2,3,52,3,52,Various Artists,呂建中 (Tank)
R9rBgkTYPl03yWiD/F/kT8YZ3Jxgu5/FcuOAsm1xbHs=,1,4,20160107,20161110,465,1259,3,1,52,3,3,17,王力宏 (Leehom Wang),BoA
nGNt0huNRIKmHPJ57BT4I+f7wq1Sr+c2BgdwLiHtL8E=,13,9,20110520,20171027,465,786,2,5,3,52,3,52,Kenny G,周杰倫 (Jay Chou)
78E9Ht6TiAekaOVol3C2PoA7VchFUKII51Tp1dMvkww=,13,9,20150910,20171109,465,458,2022,139,3,52,3,52,動力火車 (Power Station),謝和弦 (R-chord)
jfyqihbMsuXBylHnZorZIwi12sCw4UUU+TcmI2TBpTQ=,1,7,20151219,20170919,465,458,2022,2122,3,-1,3,52,謝和弦 (R-chord),田馥甄 (Hebe)
gaYdxoXSGQvFL9Uqb6QB7uPxyS/ITYM/TO7nbZd+8nI=,5,9,20120605,20170918,465,458,430,958,52,3,52,3,周杰倫 (Jay Chou),Ed Sheeran
iu3qBIwMJIbGZwJqE+RbXv2nlE2KfjcH6GuldbNg6UI=,11,9,20061208,20131210,465,1609,465,2,52,NA,52,NA,Dawin,The Chainsmokers
JyErjNfzFwj+Wu64LnpymWowTbaf2n/Xmz/EztYG0eo=,13,7,20131226,20170501,2022,,2022,32,52,17,17,52,ONE OK ROCK,
Fx2ZL4cdzlaxn1WOgqLSPevk0zNqAwidku68yb51Ezw=,4,7,20150901,20170916,465,458,1259,458,3,52,3,52,陳奕迅 (Eason Chan),Various Artists
6QrBX5Db60PiwhRCedigyEDt7iuWtSWgOuyE/G+66ZA=,5,9,20060331,20170926,465,458,444,437,3,52,3,52,aMEI (張惠妹),五月天 (Mayday)
L+5bpBfapgPhtiVliPhp1Oi1OGyckxtZUxEXGMtlqDE=,5,3,20130604,20170930,465,1609,451,1616,3,52,3,52,五月天 (Mayday),BIGBANG
CNyFs15vL1UZ8I/szxpbmy9ztN9CNd1z8W+M5CIr1ts=,1,7,20151219,20170918,465,921,2022,444,52,3,52,31,Various Artists,Lady Gaga
HMl2/E4zA8uRpBjj2nK2j5OHpulW7otTGrLo3ajRbW8=,6,9,20090329,20171001,465,444,12,465,3,31,3,31,GOT7,VIXX
EUm+wJJ9ZZOw8uhsXzfHUC9AhMmj8myNUD74xASme4s=,1,4,20160219,20160222,465,1609,1,1609,52,3,52,3,Maroon 5,Alan Walker
U9Z+N+szYGJHTPMn/C0V7yIyIC24fDI0RDRWChXATkg=,13,7,20160418,20170917,465,458,1616,458,3,52,3,52,周杰倫 (Jay Chou),田馥甄 (Hebe)
eu2uud5M9aabg1Uu82f4ITjb8lnsa1BXKugfkLov3II=,15,4,20151011,20171014,465,458,1609,1616,3,-1,3,24,五月天 (Mayday),李克勤 (Hacken Lee)
Hfm2zCR5v3+Aaggd5XqSqF3zBcmet5I5dihizZ4A81Q=,1,7,20151009,20170821,444,2022,444,5,31,17,31,17,FTISLAND,Kim Jong Kook
nntqnWxY1xc8fR7d6ETV5mO/OZafaRjxqujqQQQPHVI=,13,9,20111022,20180129,465,458,2,921,3,17,3,NA,趙詠華 (Cyndi Chaw),艾怡良 (Eve Ai)
JoGt+PgRGKHAhTQnaRqQygBWdDwGE6gdPbeGiGP4/Lc=,1,7,20130807,20171001,465,458,1259,139,3,52,3,52,周杰倫 (Jay Chou),五月天 (Mayday)
OpETxCCwWpLgcku7X9FFkafHsrwSsUlBTw3q4eTM2I4=,4,9,20111003,20171002,465,2122,2022,409,52,-1,52,31,Jack Johnson,証聲音樂圖書館 ECHO MUSIC
MrJNgT9DBXZY3piygTFME0znoMv30sHJPssUQtQUCEU=,4,3,20130227,20170815,458,465,2,1,3,31,3,NA,棉花糖 (katncandix2),蘇打綠 (Sodagreen)
TaERzZR2ic5zdpdKc1/0Eucu0ftV1/D3YhDbEaH6Ppc=,1,7,20130329,20170920,465,1259,139,1609,3,52,52,3,Flo Rida,Various Artists
SGyb/o6gsCMn7mS1EPCbZoM8IwHf9QKOS40P2a1RQhU=,4,9,20150821,20170705,458,465,25,458,52,3,3,52,Billie Marten,田馥甄 (Hebe)
5pKUd5MJ9jU81lD9Fx9IV0emQD7m/PTrKSRx/e2QKlA=,13,9,20070909,20170922,465,458,359,921,52,3,3,52,Adele,Eric 周興哲
ssjC+38NSsRa2vSovpd7PaU+Bp/lX+JbDJ6o5/WqEvA=,1,7,20130618,20170912,465,458,5,1,3,52,3,NA,aMEI (張惠妹),田馥甄 (Hebe)
HSXcABexgkQXwnBi1+FWgBiWaJozNu1fMm/QZ/GliR0=,1,7,20160221,20170921,465,921,465,117,3,52,3,52,五月天 (Mayday),One Direction
MwWyxkOSQWBkqmjSB5xZajjPFs5ItHbNXY4qn/AERkw=,10,9,20101120,20170618,465,444,444,465,52,31,31,NA,B1A4,Selena Gomez
T+qKTlJGOe0tfcg+v4TzOkFeCHg/7AFN+ZFnufnGfZY=,1,7,20110123,20170208,465,458,1,11,3,NA,3,NA,呂方 (Lui Fong),李宗盛 (Jonathan Lee)
eIXB1Mp6L2zaaxCtzfdG0GL3CnTzsEwhAqI+BrDP0bA=,17,7,20130525,20170930,465,458,451,1,3,52,52,3,BANGTAN BOYS,周杰倫 (Jay Chou)
DdhTrTHRb+uLy4cCvqPsAdxs9jyaTWjxu4y6tQsFOtU=,15,9,20111225,20170915,465,873,5,3,10,-1,10,NA,龍千玉,洪榮宏 (Jung Hung)
VmVNLJQRDxLsfXpE9ViQWm/H7P/gB/sjye6tdBBwf9s=,5,9,20150706,20171009,958,465,1152,18,-1,52,-1,3,噓，龍貓睡著了,Kids Classical
qgWmVfRdAZRlyJBuvdOEf4lxF1OVMpylVWT2aS3scsU=,15,9,20110702,20171008,465,458,42,1,3,-1,3,31,亞洲唱片精選系列,五月天 (Mayday)
EB2/oHHMbHWUsCuS3vjHLknly8hpx+3v6iUyO2URXQI=,22,4,20151028,20171013,465,458,1,465,3,31,3,31,莊心妍,BIGBANG
Io8IiIl4b7eiROs5HDRmQjUwkBF26BSiJk9Cb8v3dvo=,1,7,20150511,20170912,465,458,958,465,3,52,3,-1,田馥甄 (Hebe),古典名曲點播100首
W30MtdCWtu8FZGGZIQ14yT+I0iUxaqEZ3AJPUW3VfYk=,22,9,20141018,20180406,465,458,1616,359,3,52,3,52,玖壹壹,周杰倫 (Jay Chou)
iosomHIb5+/63MTQobwxoR1vzqN/ljBGpm4uQevBOeg=,14,9,20051022,20170919,465,139,6,109,52,3,52,3,The Weeknd,John Legend
IYaEoU9WU5mGw6BH0vtgw4ynUHPGswTHrdLJD2OcX88=,1,7,20100420,20170908,465,1259,2,8,52,3,52,3,Various Artists,兄弟本色G.U.T.S. (姚中仁、張震嶽、頑童MJ116)
AEp2lzdXR5cH5yQJNYubd+ARPkEgikRg6rJnQIEogsE=,22,7,20141216,20170917,465,458,458,1259,3,52,3,52,周杰倫 (Jay Chou),Various Artists
yOeegMaxyCdswbiiauxTuOM8An8eulsQfdPAffNA9DE=,15,9,20111111,20180123,458,465,1259,1,3,31,3,NA,林俊傑 (JJ Lin),G.E.M.鄧紫棋
i2UvXe+9Oxh2YEX+3gseUScwwORIp1kCi0NXD7tNrew=,4,7,20121215,20171005,465,1609,2022,444,52,3,3,31,Various Artists,楊丞琳 (Rainie Yang)
Nxg1NKECOjEow3idnHvwYDG4PQDHatEtvut8tVVFF/s=,6,9,20140712,20170306,465,458,1,465,3,52,3,52,莊心妍,Bruno Mars
39p7RSZy4eKARnyGFXLvUMFtjl8U6Pb1HS6xkW7InqE=,13,9,20111124,20170720,465,458,125,3,3,52,3,52,Various Artists,Maroon 5
kxnvEqfmOGg9odQGhAv4kbfbtBXH7JOZXT0U/S0gHzw=,12,9,20071010,20171005,465,921,921,3,3,17,3,31,五月天 (Mayday),許茹芸 (Valen Hsu)
xPDQ8Tz203WAKiOaMU4Frv9uc9WYdVXrGjhJ99SBdTY=,12,7,20151007,20180920,465,458,1,1616,3,52,3,52,五月天 (Mayday),CHARLIE PUTH
rhYm1D0Hox6AkU950ecNdYcWWKkYpT47caI1rCBD+VE=,17,9,20141120,20180421,465,458,921,465,3,NA,3,NA,SpeXial,Eric 周興哲
OLeskcFfyOuaiI7nsBaiXCSVcKPDpuu8LECfcePxR6Q=,15,3,20131211,20171027,465,458,1609,29,3,52,3,31,Various Artists,G.E.M.鄧紫棋
ambu2AP+WY9OglYxRTp0kXQlYtpd0QS/YMRMiddlXyA=,1,7,20131223,20170922,465,458,3,465,3,NA,3,NA,蔡依林 (Jolin Tsai),Various Artists
py6Klyqzwd88aAUkh7THPWMTsBIV8CwsKxt4WIw+v6w=,18,9,20111012,20180929,465,444,940,1259,31,3,31,3,Various Artists,EXO
7VzSlva0ZIQfLa6DeqKQ+A8aI7Ym5QITfE/WWxzwfzc=,13,9,20130626,20170926,465,458,843,864,3,52,3,52,周杰倫 (Jay Chou),玖壹壹
ONe7UUv04Ot0eBdWIvhd1fIA8uMGUfdWbF4oyYMIKvY=,1,7,20160326,20170930,921,458,921,465,3,31,31,3,田馥甄 (Hebe),Various Artists
OtoN9o6WYB5Ua/K8Dhd3Mlb92ZPdpkCcdXL7wwVMAnU=,16,7,20160117,20170916,465,458,242,430,52,3,3,52,Passenger,李榮浩
Cpzffb7j2WsuZD//nMx+JifSz2loaTPZgwvmU+/wRqI=,1,4,20160105,20160108,1609,458,3,1609,52,3,52,3,Alan Walker,The Chainsmokers
RhMbbakmLxmKkXQ5yYmHvIlhKhcydTqBnXHHz0ZufRc=,5,3,20130625,20170814,465,458,8,921,3,52,10,52,江蕙 (Jody Jiang),Maroon 5
lyucTFg3pE+SFfuNyN9/7BDqHVK93HsZ4LPsqnDwCwQ=,13,4,20151217,20170925,465,458,54,4,3,52,3,52,林俊傑 (JJ Lin),Zedd
yr4Js/oHpie20wE7KYmky4KEmn3UZd9C8DsTPaDG2CY=,1,7,20110525,20170830,958,947,940,12,-1,52,-1,3,Kevin Kern,The Classical Guitar
kLH5qh6tPFsLqTJ07jdM7TgyY3e3uc1FYwbX0OZWeQk=,22,4,20160419,20170618,465,458,465,5,52,3,3,52,Various Artists,aMEI (張惠妹)
lSFNlh60s8fWFU0a4ejsXDmo7mfMrEdRkLPP8jjJRQU=,5,9,20090411,20170911,465,437,2022,465,3,17,3,52,Noriko Sakai (酒井法子),Michael Bublé
cpmj7XWvLjbG1eVAv266hbAFSKx7FSfFtgLseS5LY4M=,13,9,20131115,20170320,465,458,1609,2022,3,52,3,52,周杰倫 (Jay Chou),玖壹壹
7xrM4Ezrct6dmoGPT4FIuNWOz42aQFGCT5nJI3ZJ3is=,12,7,20131224,20170902,465,1609,1616,1,3,52,3,17,周傳雄 (Steve Chou),RADWIMPS
11Br/xCFuldUGHACXr16CD41pEOIGIuy3q3p8cAQ+Ws=,1,4,20170121,20170124,465,139,465,1,3,52,3,NA,田馥甄 (Hebe),Shawn Lee
uH2VWyYNp+DecWdeh+aywCSfwVWLj7NGS9vTx5Vhibk=,15,9,20161218,20170729,465,2022,39,465,52,3,52,17,Blink-182,Muse
Evp8+ecC+UR+LrHOhSk6hGyaAkAjV3is0xp2WICfc8M=,1,4,20161113,20161120,465,458,458,2,3,NA,3,NA,aMEI (張惠妹),動力火車 (Power Station)
KCcM3xD6fVYIDpP/v6a++L7x7OaEzthUQDsUagkzxGw=,1,4,20160130,20160904,465,458,7,19,3,NA,3,NA,張靚穎 (Jane Zhang),李榮浩
6v5+L55rU1oM5dj+I6ulgLSicc0Vq1mxDpOpgK3EJRg=,1,7,20160210,20170909,458,465,1259,2,3,31,31,3,Various Artists,BIGBANG
xyxz9lf8ipoxELeDLlazmHVZHE1ZYqE6iwfJWkH3Ojc=,1,7,20120117,20171004,465,458,465,786,3,52,3,52,Various Artists,曹雅雯
jIswSil2gcZBbZ+P5isDzqT1JnVv/U8yal1p1UOyUc8=,5,9,20150130,20171006,465,458,1616,451,3,52,3,52,Various Artists,吳宗憲 (Jacky Wu)
x4gxl9T3XPD5XkTKAQornsHFBnDK5pZoSIAfUYQMxos=,13,3,20120706,20180628,465,444,44,13,3,31,3,31,TWICE,BLACKPINK
etq8QudYxGdAMf+/E97L5Keh5WwHMDjBXUPqLtePhP8=,5,9,20100505,20171007,465,458,1011,14,3,52,3,52,五月天 (Mayday),玖壹壹
kJTiR7qexamZlCyPNrGoRpI17vuswnw0e7kngDAR0x4=,22,9,20110125,20171004,465,458,465,3,52,3,3,52,BIGBANG,Various Artists
Ad/SikGOeQqRRA0JrxnczZG1IRlK3gbrFDY+TDBFjh0=,1,7,20131226,20170920,465,139,2022,1,3,52,3,52,The Weeknd,丁噹 (Della)
PINV6dua2qHSWF+RNl9i8o3pi99hih1on5X772MZbQo=,5,7,20140102,20171006,465,458,3,2,3,52,3,52,陳奕迅 (Eason Chan),Various Artists
c/psxvgO92sHAis8cXasKoe0l/h+3625tvoEVf/a1jU=,15,9,20141004,20170204,465,458,125,451,3,52,3,52,Various Artists,BIGBANG
+boPBM5G5+vAfbO6zTy7A2FrVQyl91aBPGHkQ6ciNYc=,6,3,20140104,20171012,465,1609,430,1995,52,3,52,3,Various Artists,周杰倫 (Jay Chou)
V3KDdi9jEtl9DR5TC+K+/W8FiY8YhfJJZK02/RSnRrc=,1,7,20131206,20170919,465,458,465,1609,3,24,3,24,五月天 (Mayday),周杰倫 (Jay Chou)
N9u0iiKsqZYNdmI12834pcyIc7xkifUUHyrb69T0jaU=,13,3,20150501,20170915,465,458,1,465,3,52,3,52,Various Artists,林俊傑 (JJ Lin)
QYvOo0RHT+vLWFj7lTNaHMjfZdtb7W2Ovo7J+3cJ5k0=,6,3,20130326,20180204,465,921,1011,1,3,52,52,3,RADWIMPS,Various Artists
7l3cRaqvcKOps5r0tqsBQJN4uN3D3vl6gLT087QGKWg=,18,4,20151015,20171030,465,458,2,1180,3,52,3,52,Gabrielle Aplin,陳奕迅 (Eason Chan)
9iN/oJXW+Z0cDBCsUwzZDFqsbWH7tXMDyNtcJy8mwWc=,1,4,20170121,20170124,465,451,465,451,24,NA,24,NA,陳百強 (Danny Chan),葉蒨文 (Sally Yeh)
W27TLs9cVIbpyiFTabnfwZMG1w3HTdchUleZC7qZqGI=,1,4,20161112,20161119,451,,451,3,24,NA,24,NA,陳奕迅 (Eason Chan),
DVqKU7PPIvcxBwT+0noQR/zonzomIR5WpkRs/9SfsYs=,1,4,20161204,20161207,444,1609,3,5,31,52,31,NA,TWICE,Alan Walker
1/uK4OJzfEA/uhZFmBwCq9sutKhvYvHP3dp8pCChJN4=,1,7,20160313,20171011,458,465,2022,458,3,52,3,NA,田馥甄 (Hebe),謝和弦 (R-chord)
3UkqFQP6msSDm9XbS2oS6S1SlNuQNz92/JH9YN+uSqI=,6,7,20160217,20170917,465,2022,1995,2022,3,52,3,52,滅火器 (Fire EX.),伍佰 & China Blue
jJvUBT3Qs53VQSQi540tKD5+l7xHeNtL4Gl5InVtA6A=,5,3,20150110,20170914,465,921,1,6,52,3,52,3,Ramin Djawadi,獅子合唱團 (Lion)
qhgte2ruQXH3BiSw6ZxzgWEt+NCNXlyytjQG4H3iRuQ=,1,7,20151023,20170924,465,2157,1609,1259,10,52,10,52,黃妃,謝宜君
6xHjGVHyGCWdBTpF5eifgQKSMHVSmR9yy3sOkROP9jk=,1,7,20160304,20171001,465,458,1287,2022,3,52,3,52,五月天 (Mayday),GARY
XwShd1+FlxhyQHfDaxCPrUbsZRtDDWYLq+diYY7hOmY=,1,7,20150322,20161125,458,465,458,4,3,NA,3,NA,五月天 (Mayday),孫盛希 (Shi Shi)
ca1n7WsGdWJpnHycIhgOkzVI9XLJJ1aZ08Zklh/8HAo=,1,7,20150722,20171022,465,2157,798,2157,10,3,10,NA,張蓉蓉,楊靜
a5YUJT3jy2MdqMFUIvE50TLABBoj98wuzEeAeAAPLL8=,22,9,20110210,20170924,465,1609,1,139,52,3,10,52,江蕙 (Jody Jiang),葉啟田 (Ye Qi Tian)
5tRam17gLP6SzVEizevM+WdSBoBd8mLORmccsD9dXnE=,4,3,20150223,20170918,458,465,1152,2022,3,17,3,17,動力火車 (Power Station),周杰倫 (Jay Chou)
9XhV9TVNcFXZbAVlZYxxep6SGMfIQmnfsE1gsKYsuX0=,1,7,20160203,20171003,465,921,1,18,3,31,3,31,A-Lin,Various Artists
9W3H03cHeMdJHFt3ziY6ryLQBHiA/g397PzMaG4h1QQ=,22,9,20090622,20170926,465,458,458,1,3,10,3,10,Under Lover (地下情人),六哲
KnFCcGTvzu/Lxh3kgKUcgn5BYLLjftxfgRfplzUphXM=,1,4,20151109,20151112,1609,465,139,1609,52,3,52,3,The Weeknd,Alan Walker
ljEg518i+TIvyW/5SCSWBJSIohe8yBmjLdaOLdtXzH4=,18,4,20160116,20170816,921,465,2,458,31,3,31,NA,Various Artists,Crush
E1YMYAZ2DIOE0/jDKEqt0dFETq2j/KqQAeJ8fDwscl4=,1,4,20160329,20170909,458,465,444,9,3,52,3,52,Various Artists,The Chainsmokers
5qUfdDPRmsPlbczRDXHc2WHNE984GTltnJLI+0KHSLg=,1,7,20160604,20171003,465,458,1,451,3,52,3,52,One Direction,Various Artists
rlhKVcKNDKfFd8jOv5+eYsQn6lR6Z17TU75WkKG01Yc=,13,9,20110309,20170920,465,458,1,465,3,52,3,52,五月天 (Mayday),Various Artists
SAw1Zy5t/lQvvQ4Q7mzxbzDghOisTRKn3+Wc+NPflC0=,1,7,20140606,20170930,921,465,2122,1,52,-1,52,NA,Various Artists,Bruno Mars
BGrqaY1yM37j8ydHwU44l2SZqBh74Hy/ifqkTUhUOPI=,1,7,20110907,20170924,465,458,1145,2,3,52,3,31,滾石金韻民歌百大精選,Bruno Mars
bcMQarvs9GQpeh/qLnQQ6fqxxOTl8lqz7yo6ggmseUE=,4,9,20110301,20170716,465,458,1,3,3,31,3,31,GOT7,WINNER
t1ds2l5WFoR2XPqN4AC0OPirNsnphOHcAncM8MHZ47k=,11,3,20140329,20140405,465,921,921,458,3,52,3,52,至上勵合 (Top Combine),汪蘇瀧 (Silence Wang)
1EWkWuqJSss26wISV+DtcTymbIgDFhYNWgqE+AiXmuw=,5,9,20060712,20171014,465,458,437,242,3,52,3,52,aMEI (張惠妹),周杰倫 (Jay Chou)
